,Subject,k,z1,z2,z3,zNW,a0/BA,a1/BS,x0,sz,nondectime,l,m1,m2,m3,mNW,BA,BS,x0.1,sz.1,nondectime.1,"LogLoss (nlDDM, train)","LogLoss (OU, train)","BIC (nlDDM, train)","BIC (OU, train)","LogLoss (nlDDM, test)","LogLoss (OU, test)","BIC (nlDDM, test)","BIC (OU, test)",# train samples,# test samples,CV
0,9.0,5.9978055964510055,-0.8505350876777236,-0.7349448482084628,-0.6731229191165732,-0.7831886382215478,1.1078804558815416,1.4341482411607964,-0.5752576853852198,0.5531678660479113,0.2489566261010014,0.1247949692667234,0.7249516293752842,0.5987376379357627,0.2729490791878817,0.6471070907333809,0.2601137849635622,0.150764915962053,-0.0309797177266314,0.0214193464390179,0.3665755214760614,-355.15661866405947,-270.00884904246453,-636.9895452688284,-466.6940060256384,-119.96576500026218,-110.68312639619606,-180.47732391445865,-161.91204670632635,1529.0,382.0,4
0,10.0,8.056091298916586,-0.95278772078295,-0.7932344069913,-0.661405193643987,-0.7851943665267737,0.9736717431854844,1.2833024983408337,-0.4797787792640577,0.7504179190945733,0.2321596333706282,0.1033054464679663,1.1750722785487988,0.8845324145482722,0.6721708704089098,0.825364313171467,0.248497556292524,0.1467480403190237,-0.2550970354762227,0.0638177149095386,0.2833620832991306,-731.3404822467814,-719.4017595831145,-1389.3115953564868,-1365.434150029153,-120.0095051625255,-57.269663062608046,-180.5125847991737,-55.03290059933882,1536.0,384.0,0
0,10.0,9.652991153260857,-0.9644493241827032,-0.7898357417316484,-0.7321753377136695,-0.8520064103935252,0.9509650546910848,1.2318238864329287,-0.6100371572663426,0.6614853884921089,0.2148445703786465,0.1745176829889549,1.1573986358973831,0.7451098469148283,0.577857536430674,0.7886177293902135,0.2423381611163657,0.1456777061272252,-0.2061037654350171,0.0239430455384166,0.2819426215687835,-664.4936070420854,-668.1171199693249,-1255.617844947095,-1262.8648708015735,-177.65288305126506,-175.63042981695983,-295.79934057665287,-291.7544341080424,1536.0,384.0,1
0,10.0,7.40423009985261,-0.9887104045328938,-0.7674449205252828,-0.6167962105705473,-0.8150939245287309,0.9703348087811507,1.3558272836224208,-0.3691873159040462,0.8612179177481971,0.2510342434548696,0.2908985861743778,1.109555751890937,0.7582104554238409,0.5321196814218467,0.6875980898351823,0.2493603771606967,0.1440899172941083,-0.1731690467405122,0.0320444079229909,0.2804996960282889,-669.9067335859203,-673.4428849748571,-1266.4440980347645,-1273.516400812638,-181.474551620002,-168.70241216672324,-303.4426777141267,-277.8983988075692,1536.0,384.0,2
0,10.0,6.410120514509277,-0.983514943546104,-0.7612866864399939,-0.7165192308962562,-0.8333500078791658,1.0689078125535538,1.45520788269543,-0.4787757011239636,0.8190964989463448,0.2359672349395602,0.2026601187919965,1.140947951419344,0.7561002928844269,0.6039058591437279,0.6741641283342643,0.248132527488877,0.1472818144741277,-0.1747166208431392,0.1242251399652253,0.2834752393025949,-691.7606827568443,-679.4018458939928,-1310.1519963766125,-1285.4343226509095,-160.68689028270333,-159.1014580765363,-261.8673550395294,-258.6964906271953,1536.0,384.0,3
0,10.0,5.107594332781351,-0.9939490016536784,-0.7989921525475072,-0.6726137096966929,-0.871148240931499,1.1865115667895167,1.6907208680449384,-0.4014441198022187,0.926579030002306,0.2571080314846061,0.3712168153422421,1.1126714466869163,0.694018519670526,0.5937422277077236,0.669348574728728,0.2385574542533044,0.1415667379408725,-0.1748609518639898,0.0226895233121341,0.2839160613417361,-675.0391950586347,-663.0251390376454,-1276.7090209801934,-1252.6809089382148,-171.5423760582049,-175.92255376266166,-283.57832659053247,-292.33868199944607,1536.0,384.0,4
0,11.0,9.201430960433497,-0.9995964705224316,-0.7077802870338622,-0.5482686230313945,-0.7429107434427706,0.9602207159108866,1.2592007177466775,-0.3104038743032834,0.8443606911704054,0.3147324278893246,0.1,1.496530128621668,0.8129227203679565,0.5001552104284027,0.856451224906095,0.2086861472532182,0.1410525413922561,-0.267731903556103,0.0796893028587646,0.3313837107113678,-747.4380635942634,-783.9558637896523,-1421.5132705883138,-1494.5488709790916,-146.477096435148,-144.44568796655608,-233.4477673444188,-229.3849504072349,1535.0,384.0,0
0,11.0,9.877671819959064,-0.9417699945211954,-0.6056215273433518,-0.4136353650409534,-0.5645336036408501,0.8899998995399442,0.1299999702344396,-0.0383625928250418,0.5965572055299696,0.3344641172825344,0.1,1.390298255300731,0.7397203680925765,0.5752145501265528,0.8206477765674566,0.2056128614136292,0.1444617473597715,-0.2489861721632321,0.0107717970963908,0.3323523654625682,-451.2007681086237,-754.8799298207521,-829.0386796170344,-1436.397003041291,-120.41567656388678,-177.3745014707766,-181.3249276018963,-295.24257741567595,1535.0,384.0,1
0,11.0,9.800169781865277,-1.0,-0.7159460250536133,-0.6349963352647371,-0.7796625902347786,0.9750892906927516,1.2300000090228882,-0.4506151608510703,0.8035351452781064,0.2956029013137222,0.1,1.3975615365296108,0.78404440467799,0.5395393176170759,0.8061381168569367,0.2053144692606996,0.1401253104733149,-0.2586826664865328,0.0136957573135922,0.333592115273284,-728.4170390428013,-744.4921842794542,-1383.4712214853896,-1415.6215119586957,-179.28981513449293,-188.6754995272576,-299.0732047431086,-317.844573528638,1535.0,384.0,2
0,11.0,9.383455617903383,-0.9878862565559648,-0.7895762456388806,-0.7174365818362136,-0.8363696930514338,1.0687801317125505,1.3245151363311485,-0.615661463722943,0.6944865540939198,0.2741216888048496,0.1,1.3992831907170955,0.7796903460185575,0.5310812366478996,0.8385154865661755,0.2120748014572209,0.1381944947550368,-0.274635169201736,0.0633944052655824,0.3335448012968314,-713.4593402303539,-730.3323052039134,-1353.555823860495,-1387.3017538076135,-198.92996092212653,-200.26699164251465,-338.3534963183758,-341.027557759152,1535.0,384.0,3
0,11.0,9.776766184629626,-0.9832697553731428,-0.6634519849701896,-0.6140774831854344,-0.7292598053845145,0.9163031580373832,1.2666700931826325,-0.3152875812904613,0.8753267738504712,0.3175692371559027,0.1,1.398530674460824,0.7843483572462842,0.5511383413881559,0.817021556868543,0.2140099635081953,0.1370160500353652,-0.2539105171463612,0.0527959664819231,0.3358666806507316,-701.8526405188113,-738.8416502617562,-1330.3359119005463,-1404.3139313864365,-186.98215365955812,-169.47569353895028,-314.48395742730986,-279.4710371860941,1536.0,383.0,4
0,12.0,9.995395337451116,-0.7769857098917907,-0.6891006499447954,-0.6452529201530295,-0.7070671260816319,0.9000071800776988,1.029953911951545,-0.6020181163949723,0.2358351501604986,0.1321356956220634,0.1013792339723655,0.9031499789057208,0.5520968813305052,0.3350499023794731,0.5862129671923384,0.2414551434921281,0.1881210737600578,-0.2502374644725638,0.0115636692091238,0.2580046191115827,-24.30197733448124,215.55930768157648,24.732809287614373,504.4553793197298,44.6455440585796,47.20139140919056,148.77143800896567,153.88313271018757,1531.0,383.0,0
0,12.0,9.99991763262499,-0.7693745161919583,-0.6636124570598758,-0.6190281587471431,-0.6873368857828319,0.865012319960484,0.9949996774099692,-0.5628501455664621,0.3155706405624544,0.1388999845090466,0.1007679983153018,0.9199597593424452,0.5867357980283989,0.3642610348031132,0.5608711753723492,0.2401765815354077,0.1829464310232458,-0.2470815835433063,0.0258153059802088,0.2554097180333582,8.22322488937263,180.09618010536235,89.78321373532211,433.5291241673016,9.352267753009226,82.56313754735208,78.1848853978249,224.6066249865106,1531.0,383.0,1
0,12.0,9.99942446607045,-0.9358588281721518,-0.5300720610523243,-0.43551948949035,-0.6332551976589562,0.7250207215291298,0.9358842769814866,-0.1974178110477332,0.7935805289347442,0.255908528616307,0.1048735002569687,0.909767494053523,0.5184877749301684,0.3667614909901227,0.5355111880715571,0.2317346099048571,0.1798261441234907,-0.2098006793890713,0.0179705753068134,0.2709002155965209,11.419359909258333,92.9787663888228,96.17548377509353,259.2942967342225,131.91632067922035,178.1864336590424,323.31299125024714,415.8532172098912,1531.0,383.0,2
0,12.0,9.95225744812882,-0.7479871324629732,-0.6372937670905789,-0.5926835262648146,-0.6665327829049208,0.8305324763921444,0.9595336783741322,-0.5321556876451778,0.3177095940021316,0.1211828490799467,0.1,0.859957230821678,0.5017639828769208,0.3245478700428086,0.574961159678664,0.2441061331642382,0.1774107901623751,-0.2236264577299156,0.0160155990024128,0.255778427794274,67.90327566045103,262.095572413687,209.1433152774789,597.5279087839509,-47.04193708829061,37.3858105489176,-34.603524284774764,134.25197098964165,1531.0,383.0,3
0,12.0,9.983614560920882,-0.7372338077227477,-0.6431473429414386,-0.6115598910835435,-0.6592410390283477,0.8367568610005818,0.9699999829217278,-0.5413818199832683,0.2561504682207035,0.1245546434470588,0.1,0.887612314754445,0.5467636298872097,0.4028059725386275,0.5865066394653559,0.2469351659771539,0.1888950359843586,-0.2500496838902027,0.0507068824640462,0.2561649803975434,37.8388754142241,259.2468787779208,149.02104433145357,591.837051058847,-17.61784160213758,4.416530721549004,24.21852288179059,68.28726752916376,1532.0,382.0,4
0,13.0,6.0434542519783,-0.8128497852515009,-0.6551355571648658,-0.4733758297385924,-0.6797872777591143,0.914476276498754,1.2355202969087853,-0.2268240800495897,0.8646803183158956,0.2948924898736025,0.1256317754030265,0.6091302391245526,0.5179562281989494,0.2683757469329997,0.4314668684326612,0.2417842823421314,0.1678067055463681,-0.0898620567748713,0.018349437518366,0.3232545911422484,120.86330455135388,219.36339696652647,314.9252584007975,511.9254432311428,-20.60946399049261,-12.063487257291705,18.13001397521065,35.22196744161247,1510.0,378.0,0
0,13.0,9.979817042206914,-0.9876536292154467,-0.961911273202292,-0.5096754343809426,-0.998662183070566,0.3248354042080015,0.1611555764464944,0.2026785967992135,0.0713186464582384,0.3227129933395973,0.1689554223324298,0.6100318140124559,0.5023946200455258,0.2410569120543293,0.4355356912294041,0.2418848084366875,0.1690793914165431,-0.089043706653246,0.0120016939656774,0.3202507277266937,413.9134691880352,173.42401684181883,901.02558767416,420.0466829817274,91.84961207344804,35.111075171546894,243.048166103092,129.57109229928966,1510.0,378.0,1
0,13.0,6.730235587738727,-0.814410261848762,-0.658448490838534,-0.4815141306126091,-0.6909121409909921,0.8649999960461549,1.1943077521450711,-0.2646015066415047,0.8345611729351251,0.2885285071394106,0.1059061613733263,0.6311953508387367,0.5211592791732542,0.2949538077201659,0.4698766521612318,0.2538651890713859,0.1710111183260565,-0.0759700076548449,0.0150450576307413,0.3213853033318726,42.78100090100647,135.11755792822152,158.76065110010262,343.43376515453275,55.09356514235729,70.14623720606389,169.53607224091047,199.6414163683237,1510.0,378.0,2
0,13.0,6.7479938581667405,-0.7939445519175037,-0.624453631180665,-0.4733992066072337,-0.694478957593963,0.8800000011546691,1.1963863118480278,-0.2709698102418011,0.8282894330316513,0.2801656576442178,0.1269760373136597,0.6358592007881052,0.5291160354752371,0.2881804737147302,0.5700731146108513,0.2518688025652045,0.1579638113767698,-0.1281707255153369,0.0336049233009636,0.3231342446738171,39.69109611913145,114.4631423221369,152.5874618609903,302.1315542670012,57.433693626700254,111.16179428842008,174.18983912788062,281.6460404513203,1511.0,377.0,3
0,13.0,7.601606858049614,-0.7918487386642661,-0.587467606053651,-0.4609728256749497,-0.6904123495867621,0.82658512390829,1.1186110464667445,-0.264390662661688,0.8190163793090831,0.2859580294532966,0.1068218438775989,0.7013289850990354,0.5061365221393919,0.2880849751232315,0.4720326507999663,0.2483509142514068,0.1723339369786893,-0.0966332398655398,0.0189890215565468,0.3245749701390424,52.02687758743124,146.75168396715893,177.25902479758986,366.7086375570452,45.7347838591236,91.6420429219591,150.79201959272729,242.60653771839836,1511.0,377.0,4
0,14.0,2.192256566461761,-0.9886358710039942,-0.8045539699899757,-0.6854447665213449,-0.7657701104296819,1.432184222548056,1.970352887879517,-0.2920459780021766,0.8964656344875512,0.2465978889267125,0.1076065099715446,0.7070800167568079,0.6303058116675322,0.4471634402307431,0.5356763159672662,0.306210299733999,0.1828599658977832,-0.1087431524239552,0.0153644970986281,0.2761612822160835,0.0526212645486623,77.42209247034737,73.35014232258264,228.0890847341801,0.5325188796271245,20.570546097079166,60.46675028645856,100.54280472136264,1517.0,380.0,0
0,14.0,2.2045822720151635,-0.9923161626031236,-0.8518844469480882,-0.6616633224513815,-0.765233932797836,1.3949598034951598,1.9514923862169489,-0.2967907789952704,0.887066849605841,0.243777203425113,0.1010203767160931,0.7123779343720598,0.6252187681769001,0.4441504422469311,0.5367683556422831,0.3143219372161532,0.1808649137153111,-0.1102974532759766,0.0091205054067139,0.2781344270055599,-27.940611746889356,44.26565149228576,17.36367629970661,161.77620277805684,28.195848641648254,53.13273667535695,115.79340981050083,165.66718587791823,1517.0,380.0,1
0,14.0,2.197555935789926,-0.9980533606957024,-0.810166521817401,-0.6585867842050828,-0.7408849021335513,1.3845732858729,2.0254057307183304,-0.2369335302201479,0.8999004149829167,0.2640806788521123,0.1004282183001503,0.6983826630484113,0.5859363796298709,0.4214701644502865,0.5009429386843678,0.3004733087421547,0.1635786792265947,-0.0309438506941487,0.0082010691674278,0.3105320402260492,-1.6187942937712665,25.531139260882963,70.01390099201322,124.31376810132168,3.239051456338101,117.1149475153024,65.85346496350047,293.60525708142904,1518.0,379.0,2
0,14.0,4.79055201569362,-0.8505208742392026,-0.7527175123002283,-0.7100284319600982,-0.7188761226940328,1.1500725772637976,1.394810087165602,-0.6095504169056021,0.2612204061044966,0.102419924595874,0.1017308510515597,1.1690548620951526,0.6746514335378855,0.5041919497740714,0.569410505082625,0.3145784635863733,0.1852182187645334,-0.1880761254035967,0.010937009498122,0.2752189892146887,-42.75248582257005,64.97196786669828,-12.25348206558435,203.1954253129523,51.2388269709653,50.02425449840658,161.85301599275488,159.42387104763742,1518.0,379.0,3
0,14.0,4.439803518261505,-0.8258391371532595,-0.7391894962591687,-0.7004322399198716,-0.7067784389250025,1.170044647949107,1.4391677253370212,-0.5913392986398996,0.3078647600833324,0.101616889938946,0.102906425707684,1.1368302693230037,0.6904701989791533,0.4915242085904738,0.5699121212983221,0.312926050478048,0.1864626664150224,-0.1843710094724324,0.0073771530543786,0.2767488448183922,16.82934707419936,93.79827069761674,106.91018372795448,260.84803097478925,-35.21409474873397,20.67154522153236,-11.052827446643676,100.71845249388898,1518.0,379.0,4
0,15.0,9.128226704758784,-0.7826255094029989,-0.6956357448462303,-0.5815783989192448,-0.6938886628033905,0.7563480144374978,1.0850000079841595,-0.4734641140369656,0.5100908619463026,0.2286117045637524,0.1,0.9094859209916948,0.7231756460944255,0.471881049831971,0.7119767570112545,0.3071038806361525,0.1682398438747125,-0.2597718545707828,0.0042657358201791,0.3088197097068972,-128.57246663937337,-124.59778696947834,-183.7951144900286,-175.84575515023852,0.9838119466146732,1.550584559632827,61.47404941910661,62.607594645142925,1533.0,384.0,0
0,15.0,9.654950802438972,-0.8151658907135816,-0.6692758330966678,-0.5588466114632287,-0.6787375145724204,0.7145128915060757,1.0298098942177123,-0.4473048592825144,0.5419416839472386,0.2356733052999949,0.1,0.917130767833604,0.7214285925483404,0.4538891683190539,0.7028375245317496,0.3064840620649676,0.1677355047597584,-0.2671784447255438,0.0196876322485712,0.3072352638379161,-102.48420804602154,-94.24080464268016,-131.61859730332492,-115.13179049664218,-22.60333292982301,-27.910936587666093,14.29975966623124,3.684552350545083,1533.0,384.0,1
0,15.0,9.911295706038556,-0.7568486835655639,-0.6764003150111892,-0.5676564474148351,-0.6643804172885434,0.7250000069475705,1.0376209068119484,-0.4447872515272123,0.530593139237934,0.236701464706842,0.1,0.8647483206583809,0.7000004622017155,0.4920391847127658,0.683433907327853,0.3019123581069531,0.166859687305394,-0.2571430430938469,0.0201849360659214,0.3062061727948265,-82.28813128319302,-73.24114732561429,-91.21992274711404,-73.12595483195658,-47.17099353815527,-48.7883405134935,-34.86163718450409,-38.09633113518055,1534.0,383.0,2
0,15.0,9.791003502290636,-0.7747725442731691,-0.6737145209040676,-0.5656872419195634,-0.6816440991392034,0.700661442620164,1.0652973684835354,-0.4024749609491677,0.6070717854949137,0.2550453072625802,0.1,0.8706986595627954,0.7012039866128903,0.4766465624091665,0.701803351731075,0.3129637027110132,0.1691998810386428,-0.2474629604953845,0.0084247923209732,0.3074779944768162,-88.44805883841602,-80.28034248494902,-103.53977785756004,-87.20434515062603,-37.1335928848062,-42.92834507871287,-14.786835877805942,-26.37634026561928,1534.0,383.0,3
0,15.0,7.354625692421592,-0.9080991003179616,-0.7465802128929582,-0.5830670098829882,-0.7453624069959792,0.7867589514228177,1.2260025498686036,-0.4049781361662602,0.7536618967225787,0.274203045080794,0.1,0.8962320824789457,0.7002093315732808,0.4821071863040306,0.7055828101172387,0.3067387774419376,0.1552669326848454,-0.241645113228019,0.0327726452248703,0.3208620852887943,-115.08785133290137,-153.97412051741574,-156.81936284653074,-234.59190121555943,-3.028533399841632,78.97516205590146,53.42328309212319,217.4306740036094,1534.0,383.0,4
0,16.0,7.921707149851395,-0.7569149184341747,-0.6931575743853176,-0.636563762596706,-0.6847738854358738,0.8460550355677181,1.0652872087918428,-0.5380984402722242,0.4726650148165584,0.1268529744414435,0.1010025173919375,0.6909658193587216,0.5900646577351187,0.4452609611555669,0.5266695547004536,0.2754116387586238,0.1891504616156161,-0.2464404181415224,0.0095757787421121,0.237482077920543,263.8871603510151,302.64791385810383,601.0652580644961,678.5867650786736,66.25059590576804,160.21012232031077,191.9553978976018,379.87445072668726,1524.0,382.0,0
0,16.0,7.646785982048513,-0.7477709652969179,-0.669463523296809,-0.631245980941197,-0.6734144745663153,0.8434144254818862,1.0549999051552028,-0.5309745081172802,0.4295054097522409,0.1141053629681079,0.1064800688211527,0.743323229909092,0.589139527951237,0.4594896306653916,0.5860255162351808,0.2947646630171023,0.2018774098784197,-0.3034203317029044,0.00757216756845,0.2143384178063922,263.0215754975911,335.1829588196892,599.3406478855973,743.6634145297935,62.04092748106603,89.38492533491296,183.50984871339907,238.19784442109292,1525.0,381.0,1
0,16.0,7.4861849352413135,-0.7931366423751814,-0.7069160133987714,-0.6693105211042537,-0.7134453146058118,0.903304993120626,1.1500000009341658,-0.6017360100581776,0.3471143529501354,0.1048842462582418,0.1,0.835703685203742,0.5959107066659179,0.4492377854400525,0.5874345883476273,0.2990548455147643,0.1983816358425665,-0.300724441438476,0.0371258116343066,0.2111688947110434,240.02387884309337,321.2575099235341,553.3452545766019,715.8125167374833,90.27366458581156,176.7529724005058,239.97532292289011,412.9339385522786,1525.0,381.0,2
0,16.0,8.046089853549779,-0.74078615823384,-0.6762491712958228,-0.6322165398874255,-0.6752116363651809,0.8363802555601164,1.0449999308878852,-0.5415489004934886,0.400175807212497,0.1168957622248503,0.102039556550916,0.7288867315990224,0.5794583008507246,0.4781311231442062,0.5662271798165293,0.2966355418541453,0.2030913197552344,-0.3128756172384027,0.0439266510839704,0.2131521043322989,280.72335477666013,360.18913773348754,634.7442064437354,793.6757723573902,43.14808487785502,67.41948940597322,145.72416350697705,194.26697256321347,1525.0,381.0,3
0,16.0,8.187449916290202,-0.7400873337678516,-0.6602843685765756,-0.6224350004982065,-0.6686708655268278,0.8273774301693408,1.0349999864053008,-0.5177491089698054,0.4368571101252801,0.1324575008241711,0.1395503017103578,0.7431455409371379,0.5467951232917123,0.4634874573793945,0.560193551158128,0.2902720404570571,0.1959727358060266,-0.2838525964409837,0.0082591237977808,0.2119214386646524,251.74617601877395,340.6186300507114,576.789848927963,754.5347569918379,75.3045941889408,85.39764783871874,210.03718212914865,230.2232894287045,1525.0,381.0,4
0,17.0,6.992710096945747,-0.8655958702702563,-0.807141584499597,-0.7660816908643739,-0.7814486347601072,0.9727605354925816,1.1980946566077832,-0.6140658604121982,0.319043219001136,0.1758575945696291,0.1,1.1725571787890017,0.9780020918750214,0.7468499906812711,0.8570805602495555,0.3059396786636355,0.1821202808700954,-0.2954559780732166,0.0374745276087976,0.3180104574025442,-524.4395963632636,-420.14322493607926,-975.5163361263142,-766.9235932719455,-75.82389879580406,-5.82226800933994,-92.14137206573083,47.86188950719739,1535.0,384.0,0
0,17.0,4.378581585751582,-0.9115270552250192,-0.8328438675221332,-0.8185569959986915,-0.8317519101359886,1.280035489542518,1.5894277076069727,-0.6805867597016455,0.3767578481263147,0.1727308990741697,0.1,1.1540457109819062,0.9334332805410936,0.7683321992695432,0.8924679764868109,0.3204600804981941,0.1910603696674404,-0.353332525023449,0.002368996367745,0.2970304765714445,-498.06541988567545,-414.1989980223866,-922.767983171138,-755.0351394445602,-107.21643948611022,-70.14129356148156,-154.92645344634315,-80.77616159708586,1535.0,384.0,1
0,17.0,6.0020467453480215,-0.8683969212454532,-0.7940456638040643,-0.770528961645991,-0.7812087732660979,1.0310930341899116,1.3099582701868635,-0.6122408633612695,0.3574050396705196,0.1779477146909233,0.1,1.1791556422973375,0.9645017453406342,0.7786424052903903,0.8911056209132225,0.3217051684866168,0.1935920998109761,-0.3562095126171071,0.0712417241122847,0.2962354074472692,-486.3838436999049,-377.1108354523967,-899.4048307995968,-680.8588143045804,-120.48042755087452,-107.92878002354767,-181.45442957587176,-156.35113452121809,1535.0,384.0,2
0,17.0,4.935287570652765,-0.9775211937793988,-0.8979164526911059,-0.8080009916564526,-0.8551203533934834,1.0783830721328056,1.4146393528248806,-0.6055868302702737,0.5409438920160189,0.2039153095832113,0.1,1.1651435660234923,0.9601349103195054,0.7483985924580344,0.8926030548519819,0.3251679823089572,0.1935404786360037,-0.3345902269394,0.0200360568596693,0.2975206620246897,-464.5752538704743,-399.0460411370781,-855.7876511407355,-724.7292256739433,-103.4174259345194,-85.52239500615379,-147.3284263431615,-111.53836448643032,1535.0,384.0,3
0,17.0,8.409088824407858,-0.8235482515382735,-0.7547354656242715,-0.715656695440986,-0.7106283503942408,0.7910550013795836,1.00892463497255,-0.5028804492212933,0.3538448168511411,0.1831747450693929,0.1,1.1736372278573353,0.9845103291680342,0.7890494215733311,0.8799609815262568,0.3286408043073283,0.1921966534412069,-0.3586687653850373,0.03054314204771,0.2975734635494327,-457.3884430044095,-353.36105984486414,-841.4075168717427,-633.3527505526521,-141.36607451114847,-131.14994742782352,-223.2517991304905,-202.8195449638406,1536.0,383.0,4
