Subject,k,z0,z1,a/B,x0,sz,nondectime,v0,v1,B,x0,sz,nondectime
1.0,5.184751599983303,-0.9741945551268566,-0.96941909202837,1.2900000034852876,-0.6598074429104419,0.2221139116116184,0.1873782660304126,1.886248700626805,1.8466073419497977,0.2973705811625308,-0.4470889669651691,0.4221623995842286,0.3175273406452675
2.0,8.312031279375901,-0.959330884882488,-0.989957290047368,0.9750000049826356,-0.5748180878814995,0.4560095495885288,0.1624147068556587,1.3477070805835398,1.4289355960451526,0.2313912790695371,-0.4098475073815004,0.014571519658641,0.2658844257215857
3.0,8.780526288917127,-0.9999990575228508,-0.99016382041568,1.220000076184784,-0.7580634032895566,0.0121375345834682,0.1935356396912418,2.184824880368657,2.1439500227549337,0.2804750153885433,-0.5287861603307703,0.4397452220498188,0.2856627872665285
4.0,2.637266176975862,-0.9956089743839672,-0.8954073662092392,2.9179024125069546,-0.0310349150805996,0.9788431343904084,0.3694177029051026,2.0102190007999408,1.5938537716114602,0.1429331291866471,-0.218647665797413,0.1996989487492428,0.3681699953024924
5.0,8.766256354847318,-0.9115751772780498,-0.9827444435355116,0.9491931900123792,-0.6541419225105453,0.1133469607088327,0.1850792295638634,1.2850926326918488,1.498618740407474,0.2469053149864341,-0.4059561683252737,0.1024908074164863,0.3322072038999293
6.0,8.412390410514295,-1.0,-0.7075248895021644,0.7400000751959956,-0.1168697955870941,0.3935627468255483,0.2876045193736501,1.702502301926594,1.2720631131559978,0.3662743792984823,-0.2568597071205422,0.4662466439068513,0.3332275866830292
7.0,8.901863636674314,-0.9344304441713244,-0.8618840683906526,1.0049311235299054,-0.4814911151856353,0.4516383151961352,0.2252369430734058,1.4964665534003276,1.3134853388866772,0.2215422682206886,-0.191295888274297,0.0031690464249553,0.3204333307302386
8.0,9.49887029635524,-0.9029263373550152,-0.9802238091341156,0.9117922907058738,-0.6073230518218077,0.1647474387568861,0.1643465591345731,1.1885445230003622,1.2618896627111036,0.2216734554719404,-0.2400433805053917,0.1315338464609626,0.3121654379993174
9.0,3.898736028643078,-0.9886470385536016,-0.8923059050985562,1.665000008414648,0.0137999662271304,0.9864734932290066,0.3337282321715304,1.005772599051509,0.7381640493718626,0.1849893031701863,-0.0772901832644943,0.1858060438869508,0.3158352743503669
10.0,9.957604523247957,-0.9109338876677042,-0.9749896240930034,1.030398409795169,-0.6532859250040592,0.2318442837125308,0.2429667912768628,1.4272762192164214,1.5357222577571563,0.2075925136466974,-0.3570894219895264,0.0933810710061062,0.3646226652803674
11.0,8.304264038852235,-0.9105945050769642,-0.9018589209960196,0.7527130556376427,-0.4532727498682237,0.0767490631603096,0.152826875760994,1.450160776867606,1.3874235824147283,0.3311825465396449,-0.3379121663421871,0.5266271508465259,0.3118222606670632
12.0,7.234755779865156,-0.9396813593760972,-0.9626411635135058,1.3822979893301413,-0.7463422318157111,0.0342655921962031,0.2088891433446192,1.908724814509681,2.027498650706312,0.2323043778961456,-0.4568251531203904,0.2308036937872863,0.3255797529786183
13.0,9.96464306091985,-0.8822771309958014,-1.0,1.0300006368914538,-0.6342830375188597,0.3239283411099494,0.1584397426038591,1.3899919755807952,1.7927363062368702,0.2272335928754461,-0.3761702075210494,0.124731264192254,0.2599361064888996
14.0,9.977863921917924,-0.8944496875874092,-0.9532108722543527,1.1101483840452946,-0.7380032623085335,0.1263510994440294,0.1229133251748841,1.124842548254473,1.3361609804205583,0.1879886182483071,-0.2917057375244732,0.2007321825441952,0.2652644257393544
15.0,8.247620115242011,-0.9151263181117298,-0.938845984657276,1.364616109800216,-0.7497452828273196,0.1353483266380412,0.1975049654775793,1.6601924922960336,1.8274982603369143,0.2165877186739262,-0.3510345956713421,0.2207114017197092,0.3071401212983836
16.0,9.549732587926137,-0.953793239048785,-0.949272627249026,1.2954309509668875,-0.7712026387981261,0.2756423828655657,0.1988266589621339,1.4569341895482677,1.4170317342740226,0.1739178845943283,-0.3412237662011856,0.2090733293898294,0.3197588804285363
17.0,9.81970999572681,-0.912941561585258,-1.0,1.1979498706502236,-0.7127310696813476,0.2524131607363512,0.1452926113323198,1.6138597916811026,2.194693941834193,0.2053510412007937,-0.0869717444957909,0.6418669585639185,0.2880633154936725
18.0,6.352652268537257,-0.8314040356581338,-0.8187679417927506,1.069459228852216,-0.6380975793968624,0.1025416404037747,0.1272262538779816,1.0055368449407018,0.9507577445040508,0.2441213776816323,-0.2688644170409368,0.0672449052489262,0.331960983853932
19.0,9.464250250175482,-0.901138643005637,-0.9700061364856712,0.8810845169976218,-0.6546755106288367,0.0836765281199825,0.1089129112361597,1.1977933339237965,1.3606436344480068,0.2302486803742348,-0.3833555886837224,0.1151546527694177,0.2815750935163023
20.0,4.159074515277404,-0.98481996170489,-0.985792935205318,1.6949999912329567,-0.8041778180274057,0.1123502124580909,0.2081062742507156,1.419948076607663,1.2720433494255152,0.242294086738967,-0.3613416819925779,0.070961898162436,0.358792323272233
21.0,5.974569428541919,-0.9440144578875226,-1.0,1.4343552182736186,-0.7627980983919238,0.1311633917020938,0.2039662918039098,1.676183221216982,1.968994057207748,0.2511097824625238,-0.4886081244619669,0.2247584687381859,0.3228196304550016
22.0,8.28562186770333,-0.796134082239665,-0.8205786937889659,0.9803636581368912,-0.5479164814836854,0.2663951583379063,0.2031648866596021,0.9794372666032108,0.8563473586810635,0.2164447430214308,0.0174384574330295,0.1773830097978287,0.3849939083380649
23.0,8.943423163347898,-0.860672613929437,-0.8604828070986361,1.0764579260453448,-0.6327744900370653,0.2892941323927385,0.2075071456477687,1.1993919989232658,1.1224895220966364,0.2003548779055878,-0.1788682739140107,0.0488430203498894,0.3451466080557895
24.0,8.753664691452013,-0.9708066771998424,-0.9985080976264052,1.1382396810463895,0.0423831552539537,0.9511967570308844,0.3233809185135825,1.3094344109353957,1.3074318152349484,0.1784029551900539,-0.1712692230181839,0.0713205087886702,0.3111489148708727
25.0,8.503267031837215,-0.9995584230791378,-1.0,0.7649999469751939,-0.2891844935824373,0.5153770710065783,0.1929165886460064,1.6094290390666708,1.6117840854841088,0.3291168510988197,-0.1545952014883782,0.7822018166425287,0.3053112380081162
