,Bound (DDM),Drift (DDM),SP (DDM),SP var (DDM),k,z,a/B,x0,sz
128,1.0,0.0,0.1,0.0,0.17476321537956352,-0.5000207977877077,4.997748197018847,-0.47481071576728295,0.0009879400384200654
129,1.0,0.5,0.1,0.0,0.1013897008609268,-0.7296129895519283,3.673992049843713,0.1320480321897488,0.46317027937253863
130,1.0,0.7,0.1,0.0,0.13301096821506242,-0.9522145742527467,3.2878778274354152,-0.03586194969812728,0.4623016006124791
131,1.0,1.0,0.1,0.0,0.2588055606324753,-0.9710961946781861,2.754934235880053,-0.16647090482046534,0.5324439291407103
132,1.0,0.0,0.1,0.05,0.8601599109595046,-0.5001486704246102,1.9241500257859694,-0.448708478536923,0.014128926717556611
133,1.0,0.5,0.1,0.05,0.10168776752366782,-0.9073055330045678,3.826825165630936,-0.13328461508028022,0.3968501230735858
134,1.0,0.7,0.1,0.05,0.23341532239813212,-0.9239716710715754,2.50765415798032,-0.11554002732652591,0.41678051872713223
135,1.0,1.0,0.1,0.05,0.28816314894031925,-0.9478965712375838,2.714999991901993,-0.20740829788555104,0.5643423438395728
136,1.0,0.0,0.1,0.1,0.19764101178246254,-0.5006989456426154,4.827999977088506,-0.4883587783279387,0.002314598788516753
137,1.0,0.5,0.1,0.1,0.1,-0.9056248580901021,3.5639999817303534,0.09844346464062381,0.4962640708088482
138,1.0,0.7,0.1,0.1,0.10605008450790265,-0.9975846337185621,3.6217602659092734,-0.01826953079428939,0.4727994970353474
139,1.0,1.0,0.1,0.1,1.7243147853505927,-0.8791542319679827,0.9729999921841902,-0.10908727275951935,0.05269848798907445
140,1.0,0.0,0.1,0.2,0.5650477391358892,-0.5007384693070902,2.903490827504555,-0.49042206313609704,0.038855262134131985
141,1.0,0.5,0.1,0.2,0.13543409783911642,-0.9812238891280068,3.0087737243299624,0.005132810412795896,0.424897880397329
142,1.0,0.7,0.1,0.2,0.10744817711643151,-0.895325139548495,3.7696335312903835,0.029959250736288245,0.5186636935476788
143,1.0,1.0,0.1,0.2,0.31245530913887887,-0.8960973779732773,2.3714361672380146,0.029877231443835806,0.5035445503430094
144,1.0,0.0,0.2,0.0,0.10069855261658223,-0.7488854008310348,3.584652269112458,0.08811996336223626,0.4482020085221859
145,1.0,0.5,0.2,0.0,0.10100231283079619,-0.9567120518947207,3.544662496288852,0.10264719975930414,0.582397020736081
146,1.0,0.7,0.2,0.0,0.10150761190089597,-0.9998319131535982,4.012470435736427,0.01562508185648137,0.5991155388046822
147,1.0,1.0,0.2,0.0,0.5866764805507687,-0.9498909035269917,1.9886612711895624,-0.19191388845086998,0.5473496040936394
148,1.0,0.0,0.2,0.05,1.501496827443267,-0.5,1.2110000024804002,-0.2601923747212872,0.10050149822054677
149,1.0,0.5,0.2,0.05,0.15622455427467052,-0.9212104254488305,2.9785960411195496,-0.03101027011190227,0.45819186466552136
150,1.0,0.7,0.2,0.05,0.10170642200561986,-0.8984045490443205,3.8502117274800463,0.14185808601809313,0.6514371447229741
151,1.0,1.0,0.2,0.05,0.3103398667258456,-0.9933487647634762,2.6999999877467333,-0.13432428898084237,0.603851570827017
152,1.0,0.0,0.2,0.1,1.982723470568499,-0.5,1.0090000000239476,-0.22711461446774905,0.00019096980338650926
153,1.0,0.5,0.2,0.1,0.1653062095215443,-0.8306065513744548,2.984660743835806,-0.008954963026844731,0.4096029278354919
154,1.0,0.7,0.2,0.1,0.1,-0.860363619277445,3.948999988171796,0.14775065642975305,0.6423985207021383
155,1.0,1.0,0.2,0.1,0.36374527812100244,-0.9472332104841505,2.5377488238420485,-0.17072260444315612,0.593533258499321
156,1.0,0.0,0.2,0.2,0.8888607178156489,-0.5015591621047386,1.7542966238322106,-0.3686406727938858,0.12238187163714548
157,1.0,0.5,0.2,0.2,0.10145738566898643,-0.8813148156189912,3.6051881437932582,0.1623426360764817,0.5998418680169798
158,1.0,0.7,0.2,0.2,0.10375011333236106,-0.9748989429076529,3.5655343464867437,0.19707124639563767,0.7227223269318578
159,1.0,1.0,0.2,0.2,0.24805910758723204,-0.9704685545315177,2.7676607473977763,0.03740083329156518,0.5765338511223516
160,1.0,0.0,0.5,0.0,0.1249033249993698,-0.8818050020246497,3.233999992899258,0.2548430520560643,0.860257682730686
161,1.0,0.5,0.5,0.0,0.8058757467947284,-0.8330252642520026,1.3979999571107784,0.15643878069203665,0.6738241221534792
162,1.0,0.7,0.5,0.0,0.3387967185644598,-0.9783858690149592,2.5950856140190433,0.042160544964916946,0.8135482985017376
163,1.0,1.0,0.5,0.0,1.1017122393842778,-0.9198286957540559,1.8369999697749237,-0.12021720559003235,0.6781171660374748
164,1.0,0.0,0.5,0.05,0.21639303818025546,-0.8407059131028733,2.5475244787519826,0.19407590208120684,0.7594773918554866
165,1.0,0.5,0.5,0.05,0.8562706780055924,-0.9427723605533103,1.335875105864029,0.10675809773671219,0.6500794716722195
166,1.0,0.7,0.5,0.05,0.5061057586192517,-0.9176995972386843,2.2218688138698206,0.02398428830707422,0.7387749061082833
167,1.0,1.0,0.5,0.05,1.424349097549719,-0.6241893894768072,1.1740000046563779,0.5230074974190739,0.0037616054376040098
168,1.0,0.0,0.5,0.1,0.1295863903245129,-0.843989320009197,3.383607846152114,0.20735378313838027,0.8432983794191545
169,1.0,0.5,0.5,0.1,1.8009909806798232,-0.8071247306742314,0.8249999880255108,0.27790526482695177,0.3078166256738261
170,1.0,0.7,0.5,0.1,2.54983075705163,-0.7853896826881362,0.7419999287289236,0.30079079277745935,0.02073710199493739
171,1.0,1.0,0.5,0.1,4.4857087135624045,-0.8383154116419445,0.6941352270731103,0.20738361080951062,0.02527169881694974
172,1.0,0.0,0.5,0.2,0.24556063779602222,-0.9284297476502941,2.476999864374234,0.13926822133064864,0.7329104973068605
173,1.0,0.5,0.5,0.2,0.48992031982224216,-0.9580623838380322,1.825674770093446,0.09853184171411145,0.751292397446976
174,1.0,0.7,0.5,0.2,2.0224323684278054,-0.7412211806568871,0.8859999543839506,0.28900104226957857,0.5143478398117128
175,1.0,1.0,0.5,0.2,3.3961475781744257,-0.9333127027019269,0.7320013451228526,0.3161026175486301,0.13554197010498048
176,1.0,0.0,0.8,0.0,1.2342181609028922,-0.8341440543320306,0.8075152680399544,0.732593675688809,0.3699814198050413
177,1.0,0.5,0.8,0.0,1.6498326596097657,-0.5522869381545515,0.9379999939879802,0.7913450059961058,0.015714031404356343
178,1.0,0.7,0.8,0.0,0.7206093615723388,-0.6773906948124785,1.5698861744970838,0.8877190045557191,0.08808084247641129
179,1.0,1.0,0.8,0.0,2.4194182167043334,-0.7187245634366878,1.1380000076736538,0.8264203407338473,0.01757793743590752
180,1.0,0.0,0.8,0.05,0.6112446729741418,-0.6082223212118067,1.2120000399938708,0.8054766075337474,0.5448294152478318
181,1.0,0.5,0.8,0.05,4.427129201394915,-0.9657769702288662,0.5378640483736397,0.6495477869497299,0.014682156958742643
182,1.0,0.7,0.8,0.05,5.833725614727531,-0.6010790633659427,0.5886894058269705,0.7002232628402181,0.04439406949846614
183,1.0,1.0,0.8,0.05,7.931693005100652,-0.7818153308506716,0.6245635738410791,0.6985962347008334,0.018574364530006438
184,1.0,0.0,0.8,0.1,1.3999276402290748,-0.9372224217420945,0.7660000088532644,0.6537699288102405,0.6125241190821387
185,1.0,0.5,0.8,0.1,5.0453591583011015,-0.5320384382206327,0.558582097373673,0.6781355022474145,0.03881551470134048
186,1.0,0.7,0.8,0.1,7.548759227414084,-0.8016007246215062,0.5074264647712857,0.6568290568905617,0.05400348988152898
187,1.0,1.0,0.8,0.1,0.7857079964996054,-0.7996964473746302,1.853000261535415,0.8945461589978363,0.03316297183344252
188,1.0,0.0,0.8,0.2,1.2304437812968856,-0.9819854518229423,0.781000007230726,0.7368618202671238,0.1390799992020551
189,1.0,0.5,0.8,0.2,3.6550166899240297,-0.8535891182203453,0.5949999901004713,0.6762664938455936,0.028047209599688983
190,1.0,0.7,0.8,0.2,5.352108469812768,-0.7914862848976498,0.5649997688830205,0.6713475402172888,0.00011907024775592578
191,1.0,1.0,0.8,0.2,8.00340593215378,-0.7875629279126124,0.6280000010435879,0.6963498608722833,0.0803697199232919
192,2.0,0.0,0.1,0.0,9.644004443590006,-0.7242619678543734,2.8328681095239743,-0.0998993659769547,0.5930996200533046
193,2.0,0.5,0.1,0.0,0.1001313400948094,-0.9657808215354498,4.486972307349166,-0.6896663662024418,0.0006827370426505941
194,2.0,0.7,0.1,0.0,0.10002704561834008,-0.9854751591302426,4.746864804292272,-0.7201623940659643,0.003533189563857342
195,2.0,1.0,0.1,0.0,0.10083657586334294,-0.97283383288598,4.990943410907808,-0.7332884776054798,0.010018473788217408
196,2.0,0.0,0.1,0.05,2.471487619134943,-0.8645330278388876,4.669442398545663,0.16817059742205065,0.4484582937525077
197,2.0,0.5,0.1,0.05,0.10052921583212626,-0.9834406130597623,4.691915773272591,-0.7084255579771231,0.008384882879218514
198,2.0,0.7,0.1,0.05,0.10042858814505351,-0.9979674480939105,4.822892781759736,-0.7356860711063631,0.005245342628875382
199,2.0,1.0,0.1,0.05,0.10019642097823134,-0.9964291076950273,4.962930900767592,-0.7358196646754708,0.015777680507266523
200,2.0,0.0,0.1,0.1,8.799416850929079,-0.8641581992815401,3.7206459604587994,-0.7964821787441784,0.3278719690661508
201,2.0,0.5,0.1,0.1,0.1006087475971924,-0.9942732649939499,4.773896707321675,-0.7283160020677735,0.008535096001743347
202,2.0,0.7,0.1,0.1,0.1001557739621175,-0.9956162836124984,4.733847187843011,-0.728575013263847,0.011530526719655765
203,2.0,1.0,0.1,0.1,0.11764083414424942,-0.9796410261944932,4.640343637987422,-0.7365203413539161,0.0070825107833261125
204,2.0,0.0,0.1,0.2,4.765340302174591,-0.6332924659440216,2.6729564081351156,-0.020379514032817903,0.5627903265397725
205,2.0,0.5,0.1,0.2,0.10014775888602578,-0.9734976272354608,4.929988644837673,-0.7243886800273598,0.007154708183243985
206,2.0,0.7,0.1,0.2,0.10103771949809381,-0.9708161275784588,4.964961194428556,-0.7264680129433826,0.002357230892626405
207,2.0,1.0,0.1,0.2,0.10171063223067733,-0.9376343481552274,4.795697581489932,-0.6593568893779418,0.15446151789082008
208,2.0,0.0,0.2,0.0,4.055171070112977,-0.9070914049846017,4.961330531556648,-0.8269342853305944,0.3041230414918842
209,2.0,0.5,0.2,0.0,0.10002100119868373,-0.9924745201015204,4.688889142737604,-0.7206167074174817,0.002156667817889313
210,2.0,0.7,0.2,0.0,0.10003657202067995,-0.9454349172230706,4.9258451609719955,-0.7059497192808443,0.010221017910012009
211,2.0,1.0,0.2,0.0,0.10009913413839788,-0.9879488249353164,4.662999979774162,-0.6443450526297192,0.21829278570366728
212,2.0,0.0,0.2,0.05,3.0332488660868306,-0.7879002147212975,1.2165524559887506,-0.5188361072642173,0.5656371080768198
213,2.0,0.5,0.2,0.05,0.10000732269904229,-0.9922322616718364,4.992999990312519,-0.7418982762304649,0.007873323703113999
214,2.0,0.7,0.2,0.05,0.10090866747161797,-0.9928491406802188,4.940982417414335,-0.7408517448024975,0.003328873340521954
215,2.0,1.0,0.2,0.05,0.10187780141420182,-0.996274246920964,4.729999990076256,-0.6772151182384973,0.20270338265335414
216,2.0,0.0,0.2,0.1,9.24570014061652,-0.9331267666182897,4.170376567144657,-0.7559458596718905,0.44396940684761055
217,2.0,0.5,0.2,0.1,0.10020435872812161,-0.992432615894965,4.0509955774937865,-0.4959467132052855,0.28344181876235414
218,2.0,0.7,0.2,0.1,0.10341251481694957,-0.9952134973779443,4.966992209771496,-0.746262962538931,0.025988374980701612
219,2.0,1.0,0.2,0.1,0.1801783480422472,-0.9463908172798546,3.459974780211564,-0.6297473899778181,0.11228567791658517
220,2.0,0.0,0.2,0.2,0.10013814800568888,-0.9935921624895413,4.33697520420151,-0.6940022219976307,0.009957323165278142
221,2.0,0.5,0.2,0.2,0.10013522742091843,-0.9800593297285166,4.975999967894506,-0.7401629348086272,0.01516396043524304
222,2.0,0.7,0.2,0.2,0.10019723583717965,-0.9411496505341161,4.48962684252778,-0.5892587499800339,0.22186674103660625
223,2.0,1.0,0.2,0.2,0.10015473546498728,-0.9906856606839465,4.2029999973662315,-0.4931394939018118,0.29530373068985133
224,2.0,0.0,0.5,0.0,0.10013385613126857,-0.9883082411115968,4.917772009254661,-0.7261571635111528,0.0031241954363095403
225,2.0,0.5,0.5,0.0,0.10038897467299357,-0.9284843808752505,3.8575761085930695,-0.19543395071242364,0.38181003174823763
226,2.0,0.7,0.5,0.0,0.2049483171406994,-0.9023638476187028,2.57672854209622,-0.052114699736028114,0.4061938468808408
227,2.0,1.0,0.5,0.0,0.15338100107259134,-0.9457014729988228,3.5195317992373023,-0.15527251834725186,0.49045098085501243
228,2.0,0.0,0.5,0.05,0.10019773964536416,-0.9846360699818764,4.967981830858376,-0.7012043555763384,0.0032765076053851705
229,2.0,0.5,0.5,0.05,0.10236145186898539,-0.9789991732211714,3.613999988170464,-0.16640249358240922,0.37645410339093277
230,2.0,0.7,0.5,0.05,0.15339280390312293,-0.9935689730047069,2.9348293949553987,-0.04218473517367172,0.4233362596581657
231,2.0,1.0,0.5,0.05,0.1767911636194628,-0.9816764195954665,3.3599999805708998,-0.2373176399948861,0.5399630804104529
232,2.0,0.0,0.5,0.1,0.14712196448689682,-0.8963337799279126,4.173999992259205,-0.6671115993913437,0.05008493008514786
233,2.0,0.5,0.5,0.1,0.22587590326917084,-0.9197492740604977,2.41691031983506,-0.1917703699267168,0.2975255874086495
234,2.0,0.7,0.5,0.1,0.10195992879065052,-0.7722533822557207,3.8195679153098716,0.017854335086636475,0.3556045739464264
235,2.0,1.0,0.5,0.1,0.24013148132183737,-0.9907175449337149,2.5809642171563634,-0.07158772566447147,0.47922675335928244
236,2.0,0.0,0.5,0.2,0.10003408631968025,-0.980019848994665,4.309896294660964,-0.5418084628876143,0.2691438169152474
237,2.0,0.5,0.5,0.2,0.18515092179619153,-0.8927360032079298,2.5687788616384566,-0.01803573431926464,0.3451589287155354
238,2.0,0.7,0.5,0.2,0.1672889515874756,-0.9713072275440187,2.7676513395865734,-0.016210996482107998,0.3930679781786951
239,2.0,1.0,0.5,0.2,0.1767212394293356,-0.7848088403805633,3.3205173706930555,-0.0033280696020532297,0.49035236683543
240,2.0,0.0,0.8,0.0,0.21946304688993878,-0.9664529719277293,2.5059999907518313,0.20136792460624275,0.9096737335865603
241,2.0,0.5,0.8,0.0,2.0059719942755874,-0.6973759634267818,0.8379999789978569,0.34338715247662055,0.5368893271634719
242,2.0,0.7,0.8,0.0,2.855131460479327,-0.9073352020658437,0.7099999920573838,0.4207351984459702,0.0108047136674293
243,2.0,1.0,0.8,0.0,1.4385840932742346,-0.8437653029376442,1.8623491609926188,-0.07674839811164158,0.706749737521628
244,2.0,0.0,0.8,0.05,0.23232134678566574,-0.8583452467081467,2.551241650109773,0.20850541883012141,0.8837260250165883
245,2.0,0.5,0.8,0.05,0.5747640828074803,-0.8057559342480772,1.9539999758899433,0.14136863834616298,0.8668045863666685
246,2.0,0.7,0.8,0.05,1.1706148494436888,-0.8792808053132438,1.0360000241145084,0.5909846439898492,0.004958451256769303
247,2.0,1.0,0.8,0.05,1.51458827699744,-0.9672558834088743,1.7279845836060073,-0.05462073483204488,0.7754896165619091
248,2.0,0.0,0.8,0.1,0.1803771457953064,-0.9468450702832171,2.7969999926437588,0.21126894373599203,0.9032260352132755
249,2.0,0.5,0.8,0.1,1.92853662863695,-0.6299693569223722,0.8119999595558782,0.48588499627248183,0.2145771687647124
250,2.0,0.7,0.8,0.1,3.1232304567819558,-0.9151388915904972,0.6639941423657647,0.39683900220185286,0.03711162741734758
251,2.0,1.0,0.8,0.1,1.7149848467862658,-0.8336803409871502,1.6490000271125587,-0.023426918888455606,0.6638225008057154
252,2.0,0.0,0.8,0.2,0.10052940089550376,-0.8108071908289372,4.033999932449976,0.24123278270716453,0.9447792274217491
253,2.0,0.5,0.8,0.2,2.081122663716101,-0.6507979014769332,0.8129996793812723,0.3967819219167379,0.4918693152397617
254,2.0,0.7,0.8,0.2,3.2120905122724186,-0.8502286665911656,0.6649999061820449,0.3981473261116171,0.04813543912599044
255,2.0,1.0,0.8,0.2,7.827114097656384,-0.672168082255311,0.5899998891530454,0.28599163632496594,0.27569441362987
